REFERENCIA;NOMBRE DEL PRODUCTO;CATEGORIA;LINEA;GENERO;ESTADO;IVA 
28343;Body Jessie Café LXL;Body Jessie;MODA;F;Activo;IVA 19%
28351;Body Jessie Gris SM;Body Jessie;MODA;F;Activo;IVA 19%
28353;Body Jessie Gris LXL;Body Jessie;MODA;F;Activo;IVA 19%
28681;Body Jessie Camel SM;Body Jessie;MODA;F;Activo;IVA 19%
28683;Body Jessie Camel LXL;Body Jessie;MODA;F;Activo;IVA 19%
28691;Body Jessie Lila SM;Body Jessie;MODA;F;Activo;IVA 19%
28693;Body Jessie Lila LXL;Body Jessie;MODA;F;Activo;IVA 19%
28701;Body Jessie Vinotinto SM;Body Jessie;MODA;F;Activo;IVA 19%
28703;Body Jessie Vinotinto LXL;Body Jessie;MODA;F;Activo;IVA 19%
28841;BODY JESSIE DURAZNO SM;Body Jessie;MODA;F;Activo;IVA 19%
27301;Body Lilo Negro SM;Body Lilo;MODA;F;Activo;IVA 19%
27303;Body Lilo Negro LXL;Body Lilo;MODA;F;Activo;IVA 19%
27311;Body Lilo Blanco SM;Body Lilo;MODA;F;Activo;IVA 19%
27313;Body Lilo Blanco LXL;Body Lilo;MODA;F;Activo;IVA 19%
27321;Body Lilo Crema SM;Body Lilo;MODA;F;Activo;IVA 19%
27323;Body Lilo Crema LXL;Body Lilo;MODA;F;Activo;IVA 19%
27331;Body Lilo Azul Oscuro SM;Body Lilo;MODA;F;Activo;IVA 19%
27333;Body Lilo Azul Oscuro LX;Body Lilo;MODA;F;Activo;IVA 19%
27341;Body Lilo Terracota SM;Body Lilo;MODA;F;Activo;IVA 19%
27343;Body Lilo Terracota LXL;Body Lilo;MODA;F;Activo;IVA 19%
27351;Body Lilo Rojo SM;Body Lilo;MODA;F;Activo;IVA 19%
27353;Body Lilo Rojo LXL;Body Lilo;MODA;F;Activo;IVA 19%
27361;Body Lilo Verde Militar SM;Body Lilo;MODA;F;Activo;IVA 19%
27363;Body Lilo Verde Militar LXL;Body Lilo;MODA;F;Activo;IVA 19%
27371;Body Lilo Verde Oliva SM;Body Lilo;MODA;F;Activo;IVA 19%
27373;Body Lilo Verde Oliva LX;Body Lilo;MODA;F;Activo;IVA 19%
27381;Body Lilo Café SM;Body Lilo;MODA;F;Activo;IVA 19%
27383;Body Lilo Café LXL;Body Lilo;MODA;F;Activo;IVA 19%
27391;Body Lilo Vinotinto SM;Body Lilo;MODA;F;Activo;IVA 19%
27393;Body Lilo Vinotinto LXL;Body Lilo;MODA;F;Activo;IVA 19%
27401;Body Lilo Camel SM;Body Lilo;MODA;F;Activo;IVA 19%
27403;Body Lilo Camel LXL;Body Lilo;MODA;F;Activo;IVA 19%
27411;Body Lilo Azul Bebe SM;Body Lilo;MODA;F;Activo;IVA 19%
27413;Body Lilo Azul Bebe LXL;Body Lilo;MODA;F;Activo;IVA 19%
27501;Body Lilo Durazno SM;Body Lilo;MODA;F;Activo;IVA 19%
27503;Body Lilo Durazno LXL;Body Lilo;MODA;F;Activo;IVA 19%
28951;Body Lilo Amarillo SM;Body Lilo;MODA;F;Activo;IVA 19%
28953;Body Lilo Amarillo LXL;Body Lilo;MODA;F;Activo;IVA 19%
18301;Body Luna Fucsia S;Body Luna;MODA;F;Activo;IVA 19%
18303;Body Luna Fucsia L;Body Luna;MODA;F;Activo;IVA 19%
18321;Body Luna Blanco S;Body Luna;MODA;F;Activo;IVA 19%
18323;Body Luna Blanco LXL;Body Luna;MODA;F;Activo;IVA 19%
18341;Body Luna Camel SM;Body Luna;MODA;F;Activo;IVA 19%
18343;Body Luna Camel LXL;Body Luna;MODA;F;Activo;IVA 19%
18371;Body Luna Azul Oscuro SM;Body Luna;MODA;F;Activo;IVA 19%
18373;Body Luna Azul Oscuro LXL;Body Luna;MODA;F;Activo;IVA 19%
18381;Body Luna Purpura S;Body Luna;MODA;F;Activo;IVA 19%
18383;Body Luna Purpura L;Body Luna;MODA;F;Activo;IVA 19%
18391;Body Luna Negro S;Body Luna;MODA;F;Activo;IVA 19%
18393;Body Luna Negro L;Body Luna;MODA;F;Activo;IVA 19%
21991;Body Luna Naranja SM;Body Luna;MODA;F;Activo;IVA 19%
21993;Body Luna Naranja XL;Body Luna;MODA;F;Activo;IVA 19%
22001;Body Luna Rojo SM;Body Luna;MODA;F;Activo;IVA 19%
22003;Body Luna Rojo LXL;Body Luna;MODA;F;Activo;IVA 19%
22011;Body Luna Azul Rey SM;Body Luna;MODA;F;Activo;IVA 19%
22021;Body Luna Verde Oliva SM;Body Luna;MODA;F;Activo;IVA 19%
22023;Body Luna Verde Oliva LXL;Body Luna;MODA;F;Activo;IVA 19%
22031;Body Luna Cafe SM;Body Luna;MODA;F;Activo;IVA 19%
22033;Body Luna Cafe LXL;Body Luna;MODA;F;Activo;IVA 19%
22041;Body Luna Terracota SM;Body Luna;MODA;F;Activo;IVA 19%
22051;Body Luna Amarillo Pastel SM;Body Luna;MODA;F;Activo;IVA 19%
22053;Body Luna Amarillo Pastel LXL;Body Luna;MODA;F;Activo;IVA 19%
26711;Body Luna Crema SM;Body Luna;MODA;F;Activo;IVA 19%
26713;Body Luna Crema LXL;Body Luna;MODA;F;Activo;IVA 19%
26871;Body Luna Verde Militar SM;Body Luna;MODA;F;Activo;IVA 19%
26873;Body Luna Verde Militar LXL;Body Luna;MODA;F;Activo;IVA 19%
29001;Body Luna Vinotinto SM;Body Luna;MODA;F;Activo;IVA 19%
29003;Body Luna Vinotinto LXL;Body Luna;MODA;F;Activo;IVA 19%
23451;Body Luz Negro SM;Body Luz;MODA;F;Activo;IVA 19%
23453;Body Luz Negro LXL;Body Luz;MODA;F;Activo;IVA 19%
23481;Body Luz Rojo SM;Body Luz;MODA;F;Activo;IVA 19%
23483;Body Luz Rojo LXL;Body Luz;MODA;F;Activo;IVA 19%
23491;Body Luz Crema SM;Body Luz;MODA;F;Activo;IVA 19%
23493;Body Luz Crema LXL;Body Luz;MODA;F;Activo;IVA 19%
23501;Body Luz Blanco SM;Body Luz;MODA;F;Activo;IVA 19%
23503;Body Luz Blanco LXL;Body Luz;MODA;F;Activo;IVA 19%
23511;Body Luz Verde Militar SM;Body Luz;MODA;F;Activo;IVA 19%
23513;Body Luz Verde Militar LXL;Body Luz;MODA;F;Activo;IVA 19%
23521;Body Luz Café SM;Body Luz;MODA;F;Activo;IVA 19%
23523;Body Luz Café LXL;Body Luz;MODA;F;Activo;IVA 19%
24251;Body Luz Azul Bebe SM;Body Luz;MODA;F;Activo;IVA 19%
24253;Body Luz Azul Bebe LXL;Body Luz;MODA;F;Activo;IVA 19%
25461;Body Luz Camel SM;Body Luz;MODA;F;Activo;IVA 19%
25463;Body Luz Camel LXL;Body Luz;MODA;F;Activo;IVA 19%
25471;Body Luz Azul Oscuro SM;Body Luz;MODA;F;Activo;IVA 19%
25473;Body Luz Azul Oscuro LXL;Body Luz;MODA;F;Activo;IVA 19%
25981;Body Luz Verde Oliva Sm;Body Luz;MODA;F;Activo;IVA 19%
25983;Body Luz Verde Oliva LXL;Body Luz;MODA;F;Activo;IVA 19%
27161;Body Luz Terracota SM;Body Luz;MODA;F;Activo;IVA 19%
27163;Body Luz Terracota LXL;Body Luz;MODA;F;Activo;IVA 19%
27431;Body Luz Vinotinto SM;Body Luz;MODA;F;Activo;IVA 19%
27433;Body Luz Vinotinto LXL;Body Luz;MODA;F;Activo;IVA 19%
28771;Body Luz Gris SM;Body Luz;MODA;F;Activo;IVA 19%
28781;Body Luz Durazno SM;Body Luz;MODA;F;Activo;IVA 19%
29611;Body Luz Palo Rosa SM;Body Luz;MODA;F;Activo;IVA 19%
29613;Body Luz Palo Rosa LXL;Body Luz;MODA;F;Activo;IVA 19%
29621;Body Luz Verde Lima SM;Body Luz;MODA;F;Activo;IVA 19%
29623;Body Luz Verde Lima LXL;Body Luz;MODA;F;Activo;IVA 19%
29671;Body Mangas Corto Palo Rosa SM;Body Mangas Corto;MODA;F;Activo;IVA 19%
29673;Body Mangas Corto Palo Rosa LXL;Body Mangas Corto;MODA;F;Activo;IVA 19%
29681;Body Mangas Corto Verde Lima SM;Body Mangas Corto;MODA;F;Activo;IVA 19%
29683;Body Mangas Corto Verde Lima LXL;Body Mangas Corto;MODA;F;Activo;IVA 19%
17681;Body Mango Negro SM;Body Mango;MODA;F;Activo;IVA 19%
17683;Body Mango Negro LXL;Body Mango;MODA;F;Activo;IVA 19%
17701;Body Mango Blanco SM;Body Mango;MODA;F;Activo;IVA 19%
17703;Body Mango Blanco LXL;Body Mango;MODA;F;Activo;IVA 19%
17741;Body Mango Azul Oscuro SM;Body Mango;MODA;F;Activo;IVA 19%
17743;Body Mango Azul Oscuro LXL;Body Mango;MODA;F;Activo;IVA 19%
17751;Body Mango Verde Militar SM;Body Mango;MODA;F;Activo;IVA 19%
17753;Body Mango Verde Militar LXL;Body Mango;MODA;F;Activo;IVA 19%
24601;Body Mango Crema SM;Body Mango;MODA;F;Activo;IVA 19%
24603;Body Mango Crema LXL;Body Mango;MODA;F;Activo;IVA 19%
24611;Body Mango Durazno SM;Body Mango;MODA;F;Activo;IVA 19%
24613;Body Mango Durazno LXL;Body Mango;MODA;F;Activo;IVA 19%
24621;Body Mango Lila SM;Body Mango;MODA;F;Activo;IVA 19%
24623;Body Mango Lila LXL;Body Mango;MODA;F;Activo;IVA 19%
24631;Body Mango Azul Bebe SM;Body Mango;MODA;F;Activo;IVA 19%
24633;Body Mango Azul Bebe LXL;Body Mango;MODA;F;Activo;IVA 19%
24641;Body Mango Aguamarina SM;Body Mango;MODA;F;Activo;IVA 19%
24643;Body Mango Aguamarina LXL;Body Mango;MODA;F;Activo;IVA 19%
27181;Body Mango Terracota SM;Body Mango;MODA;F;Activo;IVA 19%
27183;Body Mango Terracota LXL;Body Mango;MODA;F;Activo;IVA 19%
27191;Body Mango Verde Oliva SM;Body Mango;MODA;F;Activo;IVA 19%
27193;Body Mango Verde Oliva LXL;Body Mango;MODA;F;Activo;IVA 19%
27201;Body Mango Cafe SM;Body Mango;MODA;F;Activo;IVA 19%
27203;Body Mango Cafe LXL;Body Mango;MODA;F;Activo;IVA 19%
27211;Body Mango Camel SM;Body Mango;MODA;F;Activo;IVA 19%
27213;Body Mango Camel LXL;Body Mango;MODA;F;Activo;IVA 19%
27471;Body Mango Rojo SM;Body Mango;MODA;F;Activo;IVA 19%
27473;Body Mango Rojo LXL;Body Mango;MODA;F;Activo;IVA 19%
27481;Body Mango Vinotinto SM;Body Mango;MODA;F;Activo;IVA 19%
27483;Body Mango Vinotinto LXl;Body Mango;MODA;F;Activo;IVA 19%
27901;Body Mango Gris SM;Body Mango;MODA;F;Activo;IVA 19%
27903;Body Mango Gris LXL;Body Mango;MODA;F;Activo;IVA 19%
29251;Body Mango Palo Rosa SM;Body Mango;MODA;F;Activo;IVA 19%
29253;Body Mango Palo Rosa LXL;Body Mango;MODA;F;Activo;IVA 19%
29261;Body Mango Verde Limon SM;Body Mango;MODA;F;Activo;IVA 19%
29263;Body Mango Verde Limon LXL;Body Mango;MODA;F;Activo;IVA 19%
29271;Body Mango Amarillo SM;Body Mango;MODA;F;Activo;IVA 19%
29273;Body Mango Amarillo LXL;Body Mango;MODA;F;Activo;IVA 19%
29311;Body Margarita Negro SM;Body Margarita;MODA;F;Activo;IVA 19%
29313;Body Margarita Negro LXL;Body Margarita;MODA;F;Activo;IVA 19%
29321;Body Margarita Crema SM;Body Margarita;MODA;F;Activo;IVA 19%
29323;Body Margarita Crema LXL;Body Margarita;MODA;F;Activo;IVA 19%
29331;Body Margarita Blanco SM;Body Margarita;MODA;F;Activo;IVA 19%
29333;Body Margarita Blanco LXL;Body Margarita;MODA;F;Activo;IVA 19%
29341;Body Margarita Terracota SM;Body Margarita;MODA;F;Activo;IVA 19%
29343;Body Margarita Terracota LXL;Body Margarita;MODA;F;Activo;IVA 19%
29351;Body Margarita Vinotinto SM;Body Margarita;MODA;F;Activo;IVA 19%
29353;Body Margarita Vinotinto LXL;Body Margarita;MODA;F;Activo;IVA 19%
29361;Body Margarita Azul Oscuro SM;Body Margarita;MODA;F;Activo;IVA 19%
29363;Body Margarita Azul Oscuro LXL;Body Margarita;MODA;F;Activo;IVA 19%
29371;Body Margarita Verde Oliva SM;Body Margarita;MODA;F;Activo;IVA 19%
29373;Body Margarita Verde Oliva LXL;Body Margarita;MODA;F;Activo;IVA 19%
29381;Body Margarita Café SM;Body Margarita;MODA;F;Activo;IVA 19%
29383;Body Margarita Café LXL;Body Margarita;MODA;F;Activo;IVA 19%
29391;Body Margarita Amarillo SM;Body Margarita;MODA;F;Activo;IVA 19%
29393;Body Margarita Amarillo LXL;Body Margarita;MODA;F;Activo;IVA 19%
29401;Body Margarita Camel SM;Body Margarita;MODA;F;Activo;IVA 19%
29403;Body Margarita Camel LXL;Body Margarita;MODA;F;Activo;IVA 19%
29831;Body Margarita Verde Militar SM;Body Margarita;MODA;F;Activo;IVA 19%
29833;Body Margarita Verde Militar LXL;Body Margarita;MODA;F;Activo;IVA 19%
29841;Body Margarita Verde Lima SM;Body Margarita;MODA;F;Activo;IVA 19%
29843;Body Margarita Verde Lima LXL;Body Margarita;MODA;F;Activo;IVA 19%
29851;Body Margarita Palo Rosa SM;Body Margarita;MODA;F;Activo;IVA 19%
29853;Body Margarita Palo Rosa LXL;Body Margarita;MODA;F;Activo;IVA 19%
20141;Body Maya Blanco SM;Body Maya;MODA;F;Activo;IVA 19%
20143;Body Maya Blanco LXL;Body Maya;MODA;F;Activo;IVA 19%
20151;Body Maya Negro SM;Body Maya;MODA;F;Activo;IVA 19%
20153;Body Maya Negro LXL;Body Maya;MODA;F;Activo;IVA 19%
24541;Body Maya Crema SM;Body Maya;MODA;F;Activo;IVA 19%
24543;Body Maya Crema LXL;Body Maya;MODA;F;Activo;IVA 19%
24551;Body Maya Azul Oscuro SM;Body Maya;MODA;F;Activo;IVA 19%
24553;Body Maya Azul Oscuro LXL;Body Maya;MODA;F;Activo;IVA 19%
24561;Body Maya Aguamarina SM;Body Maya;MODA;F;Activo;IVA 19%
24563;Body Maya Aguamarina LXL;Body Maya;MODA;F;Activo;IVA 19%
24571;Body Maya Cafe SM;Body Maya;MODA;F;Activo;IVA 19%
24573;Body Maya Cafe LXL;Body Maya;MODA;F;Activo;IVA 19%
24581;Body Maya Camel SM;Body Maya;MODA;F;Activo;IVA 19%
24583;Body Maya Camel LXL;Body Maya;MODA;F;Activo;IVA 19%
24591;Body Maya Gris SM;Body Maya;MODA;F;Activo;IVA 19%
24593;Body Maya Gris LXL;Body Maya;MODA;F;Activo;IVA 19%
19451;Body Milu Blanco SM;Body Milu;MODA;F;Activo;IVA 19%
19453;Body Milu Blanco LXL;Body Milu;MODA;F;Activo;IVA 19%
19531;Body Milu Negro SM;Body Milu;MODA;F;Activo;IVA 19%
19533;Body Milu Negro LXL;Body Milu;MODA;F;Activo;IVA 19%
19561;Body Milu Verde Cali SM;Body Milu;MODA;F;Activo;IVA 19%
19563;Body Milu Verde Cali LXL;Body Milu;MODA;F;Activo;IVA 19%
22231;Body Milu Verde Militar SM;Body Milu;MODA;F;Activo;IVA 19%
22233;Body Milu Verde Militar LXL;Body Milu;MODA;F;Activo;IVA 19%
22251;Body Milu Vinotinto SM;Body Milu;MODA;F;Activo;IVA 19%
22253;Body Milu Vinotinto XL;Body Milu;MODA;F;Activo;IVA 19%
22261;Body Milu Crema SM;Body Milu;MODA;F;Activo;IVA 19%
22263;Body Milu Crema LXL;Body Milu;MODA;F;Activo;IVA 19%
22291;Body Milu Azul Bebe SM;Body Milu;MODA;F;Activo;IVA 19%
22293;Body Milu Azul Bebe LXL;Body Milu;MODA;F;Activo;IVA 19%
22301;Body Milu Lila SM;Body Milu;MODA;F;Activo;IVA 19%
22303;Body Milu Lila XL;Body Milu;MODA;F;Activo;IVA 19%
22311;Body Milu Uva SM;Body Milu;MODA;F;Activo;IVA 19%
22321;Body Milu Azul Oscuro SM;Body Milu;MODA;F;Activo;IVA 19%
22323;Body Milu Azul Oscuro LXL;Body Milu;MODA;F;Activo;IVA 19%
22331;Body Milu Durazno SM;Body Milu;MODA;F;Activo;IVA 19%
22333;Body Milu Durazno XL;Body Milu;MODA;F;Activo;IVA 19%
23121;Body Milu Palo Rosa SM;Body Milu;MODA;F;Activo;IVA 19%
23123;Body Milu Palo Rosa LXL;Body Milu;MODA;F;Activo;IVA 19%
23891;Body Milu Cafe SM;Body Milu;MODA;F;Activo;IVA 19%
23893;Body Milu Cafe LXL;Body Milu;MODA;F;Activo;IVA 19%
24271;Body Milu Agua Marina SM;Body Milu;MODA;F;Activo;IVA 19%
24273;Body Milu Agua Marina LXL;Body Milu;MODA;F;Activo;IVA 19%
25441;Body Milu Camel SM;Body Milu;MODA;F;Activo;IVA 19%
25443;Body Milu Camel LXL;Body Milu;MODA;F;Activo;IVA 19%
25651;Body Milu Verde Oliva SM;Body Milu;MODA;F;Activo;IVA 19%
25653;Body Milu Verde Oliva LXL;Body Milu;MODA;F;Activo;IVA 19%
26921;Body Milu Rojo SM;Body Milu;MODA;F;Activo;IVA 19%
26923;Body Milu Rojo LXL;Body Milu;MODA;F;Activo;IVA 19%
26933;Body Milu Terracota LXL;Body Milu;MODA;F;Activo;IVA 19%
27621;Body Milu Gris SM;Body Milu;MODA;F;Activo;IVA 19%
27623;Body Milu Gris LXL;Body Milu;MODA;F;Activo;IVA 19%
29031;Body Milu Amarillo SM;Body Milu;MODA;F;Activo;IVA 19%
29033;Body Milu Amarillo LXL;Body Milu;MODA;F;Activo;IVA 19%
29201;Body Milu Verde Lima SM;Body Milu;MODA;F;Activo;IVA 19%
29203;Body Milu Verde Lima LXL;Body Milu;MODA;F;Activo;IVA 19%
24651;Body Misuri Negro SM;Body Misuri;MODA;F;Activo;IVA 19%
24653;Body Misuri Negro LXL;Body Misuri;MODA;F;Activo;IVA 19%
24661;Body Misuri Crema SM;Body Misuri;MODA;F;Activo;IVA 19%
24663;Body Misuri Crema LXL;Body Misuri;MODA;F;Activo;IVA 19%
24671;Body Misuri Blanco SM;Body Misuri;MODA;F;Activo;IVA 19%
24673;Body Misuri Blanco LXL;Body Misuri;MODA;F;Activo;IVA 19%
24681;Body Misuri Agua Marina SM;Body Misuri;MODA;F;Activo;IVA 19%
24683;Body Misuri Agua Marina LXL;Body Misuri;MODA;F;Activo;IVA 19%
24691;Body Misuri Durazno SM;Body Misuri;MODA;F;Activo;IVA 19%
24693;Body Misuri Durazno LXL;Body Misuri;MODA;F;Activo;IVA 19%
25141;Body Misuri Azul Bebe SM;Body Misuri;MODA;F;Activo;IVA 19%
25143;Body Misuri Azul Bebe LXL;Body Misuri;MODA;F;Activo;IVA 19%
25151;Body Misuri Verde Militar SM;Body Misuri;MODA;F;Activo;IVA 19%
25153;Body Misuri Verde Militar LXL;Body Misuri;MODA;F;Activo;IVA 19%
25161;Body Misuri Camel SM;Body Misuri;MODA;F;Activo;IVA 19%
25163;Body Misuri Camel LXL;Body Misuri;MODA;F;Activo;IVA 19%
25181;Body Misuri Verde Cali SM;Body Misuri;MODA;F;Activo;IVA 19%
25183;Body Misuri Verde Cali LXL;Body Misuri;MODA;F;Activo;IVA 19%
26011;Body Misuri Azul Oscuro SM;Body Misuri;MODA;F;Activo;IVA 19%
26013;Body Misuri Azul Oscuro LXL;Body Misuri;MODA;F;Activo;IVA 19%
26021;Body Misuri Café SM;Body Misuri;MODA;F;Activo;IVA 19%
26023;Body Misuri Café LXL;Body Misuri;MODA;F;Activo;IVA 19%
26031;Body Misuri Verde Oliva SM;Body Misuri;MODA;F;Activo;IVA 19%
26033;Body Misuri Verde Oliva LXL;Body Misuri;MODA;F;Activo;IVA 19%
27591;Body Misuri Lila SM;Body Misuri;MODA;F;Activo;IVA 19%
27593;Body Misuri Lila LXL;Body Misuri;MODA;F;Activo;IVA 19%
27601;Body Misuri Terracota SM;Body Misuri;MODA;F;Activo;IVA 19%
27603;Body Misuri Terracota LXL;Body Misuri;MODA;F;Activo;IVA 19%
27611;Body Misuri Rojo SM;Body Misuri;MODA;F;Activo;IVA 19%
27613;Body Misuri Rojo LXL;Body Misuri;MODA;F;Activo;IVA 19%
27681;Body Misuri Gris SM;Body Misuri;MODA;F;Activo;IVA 19%
27683;Body Misuri Gris LXL;Body Misuri;MODA;F;Activo;IVA 19%
27691;Body Misuri Vinotinto SM;Body Misuri;MODA;F;Activo;IVA 19%
27693;Body Misuri Vinotinto LXL;Body Misuri;MODA;F;Activo;IVA 19%
25241;Body Natu Negro SM;Body Natu;MODA;F;Activo;IVA 19%
25243;Body Natu Negro LXL;Body Natu;MODA;F;Activo;IVA 19%
25251;Body Natu Crema SM;Body Natu;MODA;F;Activo;IVA 19%
25253;Body Natu Crema LXL;Body Natu;MODA;F;Activo;IVA 19%
25261;Body Natu Blanco SM;Body Natu;MODA;F;Activo;IVA 19%
25263;Body Natu Blanco LXL;Body Natu;MODA;F;Activo;IVA 19%
25271;Body Natu Durazno SM;Body Natu;MODA;F;Activo;IVA 19%
25273;Body Natu Durazno LXL;Body Natu;MODA;F;Activo;IVA 19%
25281;Body Natu Verde Militar SM;Body Natu;MODA;F;Activo;IVA 19%
25283;Body Natu Verde Militar LXL;Body Natu;MODA;F;Activo;IVA 19%
25291;Body Natu Café SM;Body Natu;MODA;F;Activo;IVA 19%
25293;Body Natu Café LXL;Body Natu;MODA;F;Activo;IVA 19%
25301;Body Natu Azul Oscuro SM;Body Natu;MODA;F;Activo;IVA 19%
25303;Body Natu Azul Oscuro LXL;Body Natu;MODA;F;Activo;IVA 19%
25311;Body Natu Gris SM;Body Natu;MODA;F;Activo;IVA 19%
25313;Body Natu Gris LXL;Body Natu;MODA;F;Activo;IVA 19%
25321;Body Natu Camel SM;Body Natu;MODA;F;Activo;IVA 19%
25323;Body Natu Camel LXL;Body Natu;MODA;F;Activo;IVA 19%
24981;Body Noah Negro SM;Body Noah;MODA;F;Activo;IVA 19%
24991;Body Noah Crema SM;Body Noah;MODA;F;Activo;IVA 19%
24993;Body Noah Crema LXL;Body Noah;MODA;F;Activo;IVA 19%
25001;Body Noah Blanco SM;Body Noah;MODA;F;Activo;IVA 19%
25011;Body Noah  Camel SM;Body Noah;MODA;F;Activo;IVA 19%
25013;Body Noah Camel LXL;Body Noah;MODA;F;Activo;IVA 19%
26401;Body Noah Verde Militar SM;Body Noah;MODA;F;Activo;IVA 19%
26403;Body Noah Verde Militar LXL;Body Noah;MODA;F;Activo;IVA 19%
26411;Body Noah Azul Oscuro SM;Body Noah;MODA;F;Activo;IVA 19%
26413;Body Noah Azul Oscuro LXL;Body Noah;MODA;F;Activo;IVA 19%
26421;Body Noah Cafe SM;Body Noah;MODA;F;Activo;IVA 19%
26423;Body Noah Cafe LXL;Body Noah;MODA;F;Activo;IVA 19%
26431;Body Noah Verde Oliva SM;Body Noah;MODA;F;Activo;IVA 19%
26433;body Noah Verde Oliva LXL;Body Noah;MODA;F;Activo;IVA 19%
26481;Body Noah Lila SM;Body Noah;MODA;F;Activo;IVA 19%
26483;BOdy Noah Lila LXL;Body Noah;MODA;F;Activo;IVA 19%
26841;Body Noah Vinotinto SM;Body Noah;MODA;F;Activo;IVA 19%
26843;Body Noah Vinotinto LXL;Body Noah;MODA;F;Activo;IVA 19%
26951;Body Noah Rojo S;Body Noah;MODA;F;Activo;IVA 19%
26953;Body Noah Rojo LXL;Body Noah;MODA;F;Activo;IVA 19%
26961;Body Noah Terracota SM;Body Noah;MODA;F;Activo;IVA 19%
26963;Body Noah Terracota LXL;Body Noah;MODA;F;Activo;IVA 19%
26971;Body Noah Azul Bebe SM;Body Noah;MODA;F;Activo;IVA 19%
26973;Body Noah Azul Bebe LXL;Body Noah;MODA;F;Activo;IVA 19%
28761;Body Noah Gris SM;Body Noah;MODA;F;Activo;IVA 19%
28763;Body Noah Gris LXL;Body Noah;MODA;F;Activo;IVA 19%
28961;Body Noah Durazno SM;Body Noah;MODA;F;Activo;IVA 19%
28963;Body Noah Durazno LXL;Body Noah;MODA;F;Activo;IVA 19%
28361;Body Oreo Negro SM;Body Oreo;MODA;F;Activo;IVA 19%
28363;Body Oreo Negro LXL;Body Oreo;MODA;F;Activo;IVA 19%
28371;Body Oreo Crema SM;Body Oreo;MODA;F;Activo;IVA 19%
28373;Body Oreo Crema LXL;Body Oreo;MODA;F;Activo;IVA 19%
28381;Body Oreo Blanco SM;Body Oreo;MODA;F;Activo;IVA 19%
28383;Body Oreo Blanco LXL;Body Oreo;MODA;F;Activo;IVA 19%
28391;Body Oreo Rojo SM;Body Oreo;MODA;F;Activo;IVA 19%
28393;Body Oreo Rojo LXL;Body Oreo;MODA;F;Activo;IVA 19%
28401;Body Oreo Terracota SM;Body Oreo;MODA;F;Activo;IVA 19%
28403;Body Oreo Terracota LXL;Body Oreo;MODA;F;Activo;IVA 19%
28411;Body Oreo Azul Oscuro SM;Body Oreo;MODA;F;Activo;IVA 19%
28413;Body Oreo Azul Oscuro LXL;Body Oreo;MODA;F;Activo;IVA 19%
28421;Body Oreo Azul Bebe SM;Body Oreo;MODA;F;Activo;IVA 19%
28423;Body Oreo Azul Bebe LXL;Body Oreo;MODA;F;Activo;IVA 19%
28431;Body Oreo Verde Militar SM;Body Oreo;MODA;F;Activo;IVA 19%
28433;Body Oreo Verde Militar LXL;Body Oreo;MODA;F;Activo;IVA 19%
28441;Body Oreo Verde Oliva SM;Body Oreo;MODA;F;Activo;IVA 19%
28443;Body Oreo Verde Oliva LXL;Body Oreo;MODA;F;Activo;IVA 19%
28451;Body Oreo Café SM;Body Oreo;MODA;F;Activo;IVA 19%
28453;Body Oreo Café LXL;Body Oreo;MODA;F;Activo;IVA 19%
28461;Body Oreo Gris SM;Body Oreo;MODA;F;Activo;IVA 19%
28463;Body Oreo Gris LXL;Body Oreo;MODA;F;Activo;IVA 19%
28471;Body Oreo Vinotinto SM;Body Oreo;MODA;F;Activo;IVA 19%
28473;Body Oreo Vinotinto LXL;Body Oreo;MODA;F;Activo;IVA 19%
28481;Body Oreo Durazno SM;Body Oreo;MODA;F;Activo;IVA 19%
28483;Body Oreo Durazno LXL;Body Oreo;MODA;F;Activo;IVA 19%
28491;Body Oreo Lila SM;Body Oreo;MODA;F;Activo;IVA 19%
28493;Body Oreo Lila LXL;Body Oreo;MODA;F;Activo;IVA 19%
28501;Body Oreo Camel SM;Body Oreo;MODA;F;Activo;IVA 19%
28503;Body Oreo Camel LXL;Body Oreo;MODA;F;Activo;IVA 19%
28911;Body Oreo Amarillos SM;Body Oreo;MODA;F;Activo;IVA 19%
28913;Body Oreo Amarillo LXL;Body Oreo;MODA;F;Activo;IVA 19%
24841;Body Paula Negro SM;Body Paula;MODA;F;Activo;IVA 19%
24843;Body Paula Negro LXL;Body Paula;MODA;F;Activo;IVA 19%
24851;Body Paula Blanco SM;Body Paula;MODA;F;Activo;IVA 19%
24853;Body Paula Blanco LXL;Body Paula;MODA;F;Activo;IVA 19%
24861;Body Paula Lila SM;Body Paula;MODA;F;Activo;IVA 19%
24863;Body Paula Lila LXL;Body Paula;MODA;F;Activo;IVA 19%
24871;Body Paula Verde Militar SM;Body Paula;MODA;F;Activo;IVA 19%
24873;Body Paula Verde Militar LXL;Body Paula;MODA;F;Activo;IVA 19%
24881;Body Paula Gris SM;Body Paula;MODA;F;Activo;IVA 19%
24883;Body Paula Gris LXL;Body Paula;MODA;F;Activo;IVA 19%
24891;Body Paula Azul Oscuro SM;Body Paula;MODA;F;Activo;IVA 19%
24893;Body Paula Azul Oscuro LXL;Body Paula;MODA;F;Activo;IVA 19%
24901;Body Paula Crema SM;Body Paula;MODA;F;Activo;IVA 19%
24903;Body Paula Crema LXL;Body Paula;MODA;F;Activo;IVA 19%
